FY,Month (abbv),Component,Region,Land Filter,Area of Responsibility,Drug Type,Count of Event,Sum Qty (lbs)
2021,MAY,U.S. Border Patrol,Coastal/Interior,Other,RAMEY SECTOR,Cocaine,1,462.168
2021,MAY,U.S. Border Patrol,Northern Border,Land Only,BLAINE SECTOR,Fentanyl,1,0.8818
2021,MAY,U.S. Border Patrol,Northern Border,Land Only,DETROIT SECTOR,Marijuana,3,2.9495
2021,MAY,U.S. Border Patrol,Northern Border,Land Only,DETROIT SECTOR,Other Drugs**,2,1.6633
2021,MAY,U.S. Border Patrol,Northern Border,Land Only,HOULTON SECTOR,Marijuana,2,0
2021,MAY,U.S. Border Patrol,Northern Border,Land Only,HOULTON SECTOR,Methamphetamine,1,0.0002
2021,MAY,U.S. Border Patrol,Northern Border,Land Only,HOULTON SECTOR,Other Drugs**,1,0.0093
2021,MAY,U.S. Border Patrol,Northern Border,Land Only,SWANTON SECTOR,Cocaine,1,0.3438
2021,MAY,U.S. Border Patrol,Northern Border,Land Only,SWANTON SECTOR,Marijuana,5,203.7858
2021,MAY,U.S. Border Patrol,Northern Border,Land Only,SWANTON SECTOR,Other Drugs**,1,0.8664
2021,MAY,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Cocaine,4,5.1529
2021,MAY,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Fentanyl,1,2.8043
2021,MAY,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Heroin,1,0.0022
2021,MAY,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Marijuana,40,5195.7117
2021,MAY,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Methamphetamine,5,31.2083
2021,MAY,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Other Drugs**,4,0.1288
2021,MAY,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Cocaine,2,0.002
2021,MAY,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Ecstasy,1,0.0011
2021,MAY,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Heroin,1,0.0013
2021,MAY,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Marijuana,9,36.0966
2021,MAY,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Methamphetamine,5,44.1786
2021,MAY,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Other Drugs**,2,0.0221
2021,MAY,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Cocaine,2,57.449
2021,MAY,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Fentanyl,1,0.36
2021,MAY,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Heroin,2,115.895
2021,MAY,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Marijuana,5,20.5686
2021,MAY,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Methamphetamine,11,175.2898
2021,MAY,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Cocaine,8,25.2903
2021,MAY,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Ecstasy,1,0.0007
2021,MAY,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Heroin,2,0.0353
2021,MAY,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Marijuana,33,365.2535
2021,MAY,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Methamphetamine,17,15.0823
2021,MAY,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Other Drugs**,7,1.9838
2021,MAY,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Cocaine,4,0.401
2021,MAY,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Heroin,1,0.0432
2021,MAY,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Marijuana,23,2018.4974
2021,MAY,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Methamphetamine,1,0.0035
2021,MAY,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Cocaine,7,100.7068
2021,MAY,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Fentanyl,1,36.3759
2021,MAY,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Marijuana,54,4342.3501
2021,MAY,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Methamphetamine,5,22.0809
2021,MAY,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Other Drugs**,6,0.1386
2021,MAY,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Cocaine,4,78.8995
2021,MAY,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Fentanyl,5,8.1964
2021,MAY,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Heroin,3,12.8159
2021,MAY,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Marijuana,8,9.7596
2021,MAY,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Methamphetamine,13,69.1681
2021,MAY,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Cocaine,4,4.4179
2021,MAY,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Fentanyl,12,65.3725
2021,MAY,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Heroin,4,12.9329
2021,MAY,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Marijuana,62,385.6267
2021,MAY,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Methamphetamine,21,563.2686
2021,MAY,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Other Drugs**,7,0.2054
2021,MAY,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Cocaine,1,0
2021,MAY,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Fentanyl,2,0.1758
2021,MAY,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Marijuana,13,30.0435
2021,MAY,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Methamphetamine,7,233.2316
2021,MAY,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Other Drugs**,1,0.2469
2021,NOV,Office of Field Operations,Coastal/Interior,Other,ATLANTA FIELD OFFICE,Khat (Catha Edulis),2,413.3667413
2021,NOV,Office of Field Operations,Coastal/Interior,Other,ATLANTA FIELD OFFICE,Marijuana,13,1.710235997
2021,NOV,Office of Field Operations,Coastal/Interior,Other,ATLANTA FIELD OFFICE,Other Drugs**,2,4.203333487
2021,NOV,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Ecstasy,3,0.123679329
2021,NOV,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Heroin,1,0.063272669
2021,NOV,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Khat (Catha Edulis),1,687.8422574
2021,NOV,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Lsd,1,0.002645547
2021,NOV,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Marijuana,19,4.688703203
2021,NOV,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Other Drugs**,68,20.34551417
2021,NOV,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Cocaine,39,151.4009372
2021,NOV,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Ecstasy,19,162.999545
2021,NOV,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Fentanyl,1,0.75927203
2021,NOV,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Heroin,1,0.061068047
2021,NOV,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Ketamine,12,64.04223681
2021,NOV,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Khat (Catha Edulis),10,1241.996199
2021,NOV,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Lsd,21,0.051169291
2021,NOV,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Marijuana,101,865.0258153
2021,NOV,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Methamphetamine,29,283.2289703
2021,NOV,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Other Drugs**,512,654.9722822
2021,NOV,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Cocaine,1,0.031283595
2021,NOV,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Khat (Catha Edulis),3,1802.830148
2021,NOV,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Marijuana,179,128.3299804
2021,NOV,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Other Drugs**,65,41.07824826
2021,NOV,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Cocaine,11,51.78806244
2021,NOV,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Ecstasy,10,20.83727729
2021,NOV,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Ketamine,7,29.67598416
2021,NOV,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Khat (Catha Edulis),2,35.78102512
2021,NOV,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Lsd,5,0.396832072
2021,NOV,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Marijuana,59,152.8386819
2021,NOV,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Methamphetamine,8,108.4806606
2021,NOV,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Other Drugs**,221,290.2054765
2021,NOV,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Cocaine,32,276.5919539
2021,NOV,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Ecstasy,6,0.845693237
2021,NOV,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Ketamine,5,23.36899977
2021,NOV,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Lsd,2,0.002006207
2021,NOV,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Marijuana,36,76.08051249
2021,NOV,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Methamphetamine,2,30.89778602
2021,NOV,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Other Drugs**,456,741.0564682
2021,NOV,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Cocaine,28,189.3565801
2021,NOV,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Fentanyl,6,22.313206
2021,NOV,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Heroin,3,8.81849048
2021,NOV,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Ketamine,7,35.44834757
2021,NOV,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Marijuana,17,62.80793475
2021,NOV,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Methamphetamine,25,208.6642461
2021,NOV,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Other Drugs**,305,582.8601124
2021,NOV,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Cocaine,44,87.81585097
2021,NOV,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Ecstasy,216,18.60701491
2021,NOV,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Fentanyl,4,0.288805563
2021,NOV,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Heroin,98,15.55806592
2021,NOV,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Ketamine,17,81.46521505
2021,NOV,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Khat (Catha Edulis),19,8154.422873
2021,NOV,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Lsd,64,0.156528206
2021,NOV,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Marijuana,7,13.89450179
2021,NOV,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Methamphetamine,31,7.298403184
2021,NOV,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Other Drugs**,1136,828.1776646
2021,NOV,Office of Field Operations,Coastal/Interior,Other,PRECLEARANCE FIELD OFFICE,Ecstasy,1,0.011023113
2021,NOV,Office of Field Operations,Coastal/Interior,Other,PRECLEARANCE FIELD OFFICE,Marijuana,4,0.294758044
2021,NOV,Office of Field Operations,Coastal/Interior,Other,PRECLEARANCE FIELD OFFICE,Other Drugs**,4,0.663591409
2021,NOV,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Ecstasy,9,1.034651442
2021,NOV,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Fentanyl,2,0.008598028
2021,NOV,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Ketamine,5,33.93575599
2021,NOV,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Lsd,4,3.665405568
2021,NOV,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Marijuana,49,109.5077943
2021,NOV,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Methamphetamine,5,10.6904135
2021,NOV,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Other Drugs**,101,347.2275335
2021,NOV,Office of Field Operations,Coastal/Interior,Other,SAN JUAN FIELD OFFICE,Cocaine,48,2055.150838
2021,NOV,Office of Field Operations,Coastal/Interior,Other,SAN JUAN FIELD OFFICE,Marijuana,80,198.0545659
2021,NOV,Office of Field Operations,Coastal/Interior,Other,SAN JUAN FIELD OFFICE,Methamphetamine,3,0.268478943
2021,NOV,Office of Field Operations,Coastal/Interior,Other,SAN JUAN FIELD OFFICE,Other Drugs**,12,2.464216934
2021,NOV,Office of Field Operations,Coastal/Interior,Other,TAMPA FIELD OFFICE,Marijuana,1,0.244713111
2021,NOV,Office of Field Operations,Coastal/Interior,Other,TAMPA FIELD OFFICE,Methamphetamine,1,0.002204623
2021,NOV,Office of Field Operations,Coastal/Interior,Other,TAMPA FIELD OFFICE,Other Drugs**,11,2.59836822
2021,NOV,Office of Field Operations,Northern Border,Land Only,BOSTON FIELD OFFICE,Marijuana,8,0.154544046
2021,NOV,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Ecstasy,21,0.435853892
2021,NOV,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Marijuana,22,467.165662
2021,NOV,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Other Drugs**,89,13.53043041
2021,NOV,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Cocaine,3,0.029453758
2021,NOV,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Ecstasy,1,0.028527817
2021,NOV,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Heroin,2,0.016688993
2021,NOV,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Khat (Catha Edulis),1,0.020811638
2021,NOV,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Marijuana,49,1997.598591
2021,NOV,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Methamphetamine,3,0.099340295
2021,NOV,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Other Drugs**,11,1.160359024
2021,NOV,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Marijuana,18,1.853338052
2021,NOV,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Methamphetamine,1,0.003174657
2021,NOV,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Other Drugs**,2,0.420289256
2021,NOV,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Cocaine,1,1.10231131
2021,NOV,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Khat (Catha Edulis),1,284.109717
2021,NOV,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Marijuana,2,0.009920802
2021,NOV,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Other Drugs**,4,6.843148612
2021,NOV,Office of Field Operations,Northern Border,Other,BUFFALO FIELD OFFICE,Marijuana,1,0.110010669
2021,NOV,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Ecstasy,2,0.13044752
2021,NOV,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Marijuana,2,1.408974316
2021,NOV,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Other Drugs**,6,1.269223289
2021,NOV,Office of Field Operations,Northern Border,Other,PORTLAND FIELD OFFICE,Marijuana,1,6.798835698
2021,NOV,Office of Field Operations,Northern Border,Other,PORTLAND FIELD OFFICE,Other Drugs**,5,82.2787208
2021,NOV,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Cocaine,1,0.010979021
2021,NOV,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Ecstasy,2,0.010361726
2021,NOV,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Lsd,1,0.014109585
2021,NOV,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Marijuana,30,4.736234867
2021,NOV,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Other Drugs**,47,9.543127889
2021,NOV,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Cocaine,17,264.2617641
2021,NOV,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Ecstasy,1,0.176590272
2021,NOV,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Fentanyl,4,76.91835727
2021,NOV,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Heroin,6,38.2441177
2021,NOV,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Marijuana,30,600.9663032
2021,NOV,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Methamphetamine,27,990.7536135
2021,NOV,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Other Drugs**,53,37.56218383
2021,NOV,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Cocaine,24,1134.479752
2021,NOV,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Fentanyl,1,21.69392751
2021,NOV,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Heroin,8,156.2195589
2021,NOV,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Marijuana,30,2216.814977
2021,NOV,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Methamphetamine,34,3723.358681
2021,NOV,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Other Drugs**,46,21.17529003
2021,NOV,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Cocaine,45,820.2846306
2021,NOV,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Ecstasy,1,0.047928496
2021,NOV,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Fentanyl,64,510.5331022
2021,NOV,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Heroin,37,218.2080133
2021,NOV,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Ketamine,1,0.007142977
2021,NOV,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Marijuana,103,548.038517
2021,NOV,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Methamphetamine,196,8213.040459
2021,NOV,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Other Drugs**,71,36.94685161
2021,NOV,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Cocaine,7,75.77096143
2021,NOV,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Fentanyl,32,94.94727604
2021,NOV,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Heroin,10,74.40094279
2021,NOV,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Marijuana,20,503.0471298
2021,NOV,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Methamphetamine,35,1226.193707
2021,NOV,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Other Drugs**,14,87.37971048
2021,NOV,Office of Field Operations,Southwest Border,Other,EL PASO FIELD OFFICE,Marijuana,2,0.096804979
2021,NOV,Office of Field Operations,Southwest Border,Other,EL PASO FIELD OFFICE,Other Drugs**,1,0.47663941
2021,NOV,Office of Field Operations,Southwest Border,Other,LAREDO FIELD OFFICE,Marijuana,1,0.050551997
2021,NOV,Office of Field Operations,Southwest Border,Other,LAREDO FIELD OFFICE,Other Drugs**,1,4.056505621
2021,NOV,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Marijuana,18,2.642681135
2021,NOV,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Methamphetamine,1,0.000881849
2021,NOV,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Other Drugs**,13,5.102599054
2021,NOV,U.S. Border Patrol,Coastal/Interior,Other,MIAMI SECTOR,Cocaine,4,69.5689
2021,NOV,U.S. Border Patrol,Coastal/Interior,Other,MIAMI SECTOR,Heroin,1,0.0002
2021,NOV,U.S. Border Patrol,Coastal/Interior,Other,MIAMI SECTOR,Marijuana,7,54.426
2021,NOV,U.S. Border Patrol,Coastal/Interior,Other,MIAMI SECTOR,Methamphetamine,1,0.0033
2021,NOV,U.S. Border Patrol,Coastal/Interior,Other,MIAMI SECTOR,Other Drugs**,4,4.6074
2021,NOV,U.S. Border Patrol,Coastal/Interior,Other,RAMEY SECTOR,Cocaine,3,3096.2522
2021,NOV,U.S. Border Patrol,Northern Border,Land Only,DETROIT SECTOR,Marijuana,3,90.5572
2021,NOV,U.S. Border Patrol,Northern Border,Land Only,DETROIT SECTOR,Other Drugs**,1,5.4023
2021,NOV,U.S. Border Patrol,Northern Border,Land Only,HAVRE SECTOR,Heroin,1,0.0044
2021,NOV,U.S. Border Patrol,Northern Border,Land Only,HAVRE SECTOR,Marijuana,1,0.0033
2021,NOV,U.S. Border Patrol,Northern Border,Land Only,HAVRE SECTOR,Methamphetamine,1,0.0007
2021,NOV,U.S. Border Patrol,Northern Border,Land Only,HOULTON SECTOR,Marijuana,3,0.0706
2021,NOV,U.S. Border Patrol,Northern Border,Land Only,HOULTON SECTOR,Methamphetamine,1,0.0154
2021,NOV,U.S. Border Patrol,Northern Border,Land Only,HOULTON SECTOR,Other Drugs**,2,0.0208
2021,NOV,U.S. Border Patrol,Northern Border,Land Only,SPOKANE SECTOR,Methamphetamine,2,0.375
2021,NOV,U.S. Border Patrol,Northern Border,Land Only,SPOKANE SECTOR,Other Drugs**,1,0.0022
2021,NOV,U.S. Border Patrol,Northern Border,Land Only,SWANTON SECTOR,Marijuana,5,33.1884
2021,NOV,U.S. Border Patrol,Northern Border,Land Only,SWANTON SECTOR,Methamphetamine,2,0.0035
2021,NOV,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Cocaine,1,0.0062
2021,NOV,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Marijuana,22,2698.1596
2021,NOV,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Methamphetamine,2,79.9798
2021,NOV,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Other Drugs**,1,0.0159
2021,NOV,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Cocaine,2,0.0039
2021,NOV,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Marijuana,11,0.0832
2021,NOV,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Methamphetamine,7,21.7776
2021,NOV,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Fentanyl,1,1.6601
2021,NOV,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Heroin,3,1.5705
2021,NOV,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Marijuana,10,1.9413
2021,NOV,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Methamphetamine,10,158.4155
2021,NOV,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Other Drugs**,3,0.0275
2021,NOV,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Cocaine,7,28.1286
2021,NOV,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Ecstasy,1,0.0007
2021,NOV,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Heroin,1,0.0187
2021,NOV,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Marijuana,31,615.3581
2021,NOV,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Methamphetamine,21,1.2761
2021,NOV,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Other Drugs**,9,1.1648
2021,NOV,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Cocaine,2,0.0004
2021,NOV,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Heroin,2,45.6812
2021,NOV,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Marijuana,19,2482.5226
2021,NOV,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Methamphetamine,4,324.365
2021,NOV,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Other Drugs**,2,0.0413
2021,NOV,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Cocaine,15,300.3981
2021,NOV,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Ecstasy,1,0.0034
2021,NOV,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Fentanyl,2,55.115
2021,NOV,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Marijuana,74,8280.4939
2021,NOV,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Methamphetamine,10,343.2788
2021,NOV,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Other Drugs**,11,5.0822
2021,NOV,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Fentanyl,4,15.5693
2021,NOV,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Heroin,2,7.9421
